world_cup_year,team,host_country,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against,Big5_flag,start_date,rank_date,clean_country,rank,gdp_per_capita_tminus0,gdp_per_capita_tminus1,gdp_per_capita_tminus2,gdp_per_capita_tminus3,norm_gdp_per_capita_tminus0,norm_gdp_per_capita_tminus1,norm_gdp_per_capita_tminus2,norm_gdp_per_capita_tminus3,hdi_tminus0,hdi_tminus1,hdi_tminus2,hdi_tminus3,life_expectancy_tminus0,life_expectancy_tminus1,life_expectancy_tminus2,life_expectancy_tminus3,mean_school_years_tminus0,mean_school_years_tminus1,mean_school_years_tminus2,mean_school_years_tminus3
1998,Togo,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Togo,73.0,461.158245854911,448.001096915436,452.068436882428,419.220334892756,-0.4785952566521151,-0.4793110644806819,-0.4790897829702872,-0.4808768668336627,0.442,0.441,0.433,0.425,53.956,53.845,53.817,53.692,2.944779507,2.875034729,2.805289951,2.735545173
2002,Togo,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Togo,69.0,445.238691488925,396.692654520135,409.889802792768,445.291484100954,-0.4794613517077299,-0.482102473539519,-0.4813844895680856,-0.479458479553196,0.455,0.452,0.448,0.446,55.032,54.746,54.577,54.31,3.16176326,3.123016161,3.084269062,3.014524284
2006,Togo,Germany,Group stage,1.0,3.0,0.0,1.0,6.0,0.1304347826086956,2006-06-09,2006-05-17,Togo,61.0,552.50227125256,551.259850017077,560.266308533382,538.16537776929,-0.4736257325726041,-0.4736933258521837,-0.4732033341721253,-0.4744057237880157,0.465,0.46,0.461,0.46,56.142,55.916,55.594,55.299,3.293503396,3.278004556,3.239257457,3.200510359
2010,Togo,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Togo,76.0,704.987164181378,720.694168794129,718.948786366771,607.588224471809,-0.4653298714708782,-0.4644753400737754,-0.4645702966947799,-0.470628810006797,0.483,0.473,0.465,0.458,57.227,56.927,56.651,56.382,3.49000001,3.339999914,3.324501075,3.309002235
2014,Togo,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Togo,88.0,855.585284856656,826.543259457126,762.392047587088,783.989380490906,-0.4571366592299367,-0.4587166754807253,-0.462206788717252,-0.4610317970803989,0.514,0.507,0.5,0.495,58.766,58.345,57.94,57.612,4.249290109,4.046193441,3.843096773,3.640000105
2018,Togo,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Togo,125.0,851.130806891807,792.765487219069,772.581787093976,751.052405084336,-0.4573790027812703,-0.4605543375692803,-0.461652421251805,-0.4628237160556866,0.542,0.534,0.528,0.523,60.601,60.135,59.669,59.22,5.091867333,4.858580112,4.655483445,4.452386777
2022,Togo,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Togo,127.0,898.758154410712,939.613373786407,853.578220263722,826.260654099894,-0.4547878617700429,-0.4525651548597949,-0.4572458525327312,-0.458732050477849,0.567,0.56,0.554,0.549,62.29,61.328,61.123,61.055,5.861114619,5.861114619,5.592583833,5.336355959
1994,Trinidad and Tobago,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Trinidad and Tobago,84.0,3839.96290233114,3646.71231742803,4277.47436935604,4205.37778348016,-0.2947731508578298,-0.3052868481782055,-0.2709705675911372,-0.2748929447581274,0.672,0.667,0.665,0.665,67.837,67.825,67.78,67.782,7.92777782,7.758333365,7.58888891,7.419444455
1998,Trinidad and Tobago,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Trinidad and Tobago,48.0,4612.70900312686,4393.94496943068,4427.27832448289,4114.68908475464,-0.2527323021155604,-0.2646340453160753,-0.2628205615128192,-0.2798268161316961,0.7,0.692,0.684,0.677,68.331,68.143,68.039,67.995,8.60555564,8.436111185,8.26666673,8.097222275
2002,Trinidad and Tobago,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Trinidad and Tobago,35.0,6762.93080808096,6657.41466937221,6178.58975559687,5179.08350809274,-0.1357506058361228,-0.1414911563516867,-0.1675413761500532,-0.2219189924524907,0.73,0.721,0.714,0.708,69.232,68.874,68.629,68.509,9.28333346,9.113889005,8.94444455,8.775000095
2006,Trinidad and Tobago,Germany,Group stage,1.0,3.0,0.0,0.0,4.0,0.0434782608695652,2006-06-09,2006-05-17,Trinidad and Tobago,47.0,14152.6607422113,12346.4373094075,9871.03419820086,8445.04653518298,0.2662837985912648,0.1680171544049606,0.0333441386922715,-0.0442359766749166,0.766,0.756,0.75,0.74,70.437,70.185,69.879,69.454,9.961111281,9.791666826,9.622222371,9.452777916
2010,Trinidad and Tobago,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Trinidad and Tobago,95.0,16815.424737361,14634.0565003912,21298.9945258063,16606.675360681,0.4111500855141963,0.2924738838391506,0.6550763623434683,0.3997931845075009,0.789,0.782,0.782,0.774,71.809,71.404,71.117,70.797,10.47000027,10.30000019,10.30000019,10.13055574
2014,Trinidad and Tobago,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Trinidad and Tobago,71.0,21908.3017802988,21304.9776454565,20332.1389531925,19151.0870229722,0.6882254058615257,0.6554018708487352,0.6024750889859954,0.5382205744643067,0.805,0.802,0.796,0.792,72.898,72.785,72.513,72.232,10.68165944,10.66777307,10.65388671,10.64000034
2018,Trinidad and Tobago,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Trinidad and Tobago,91.0,17575.8042838042,17578.6417765865,17449.1623528186,19887.2337359338,0.4525181383142252,0.4526725106297183,0.4456282500837805,0.5782702525925679,0.803,0.806,0.806,0.808,72.658,72.984,72.935,72.882,10.7372049,10.72331853,10.70943217,10.6955458
2022,Trinidad and Tobago,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Trinidad and Tobago,104.0,20874.37682915,17679.1812561341,15358.8612973066,17293.4730123427,0.6319752579315063,0.4581423085982032,0.3319065109380311,0.4371580526838958,0.805,0.796,0.8,0.805,73.331,71.111,72.645,72.836,10.79275036,10.77886399,10.76497763,10.75109126
1994,Tunisia,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Tunisia,30.0,1733.46614673506,1649.18537309075,1784.81850188268,1537.87916511306,-0.4093760086230182,-0.4139612601733182,-0.406582210513785,-0.4200168163888036,0.598,0.587,0.582,0.575,70.363,69.992,69.684,69.398,4.029593433,3.88820419,3.746814947,3.605425704
1998,Tunisia,France,Group stage,1.0,3.0,0.0,1.0,4.0,0.0454545454545454,1998-06-10,1998-05-20,Tunisia,21.0,2285.01933541864,2202.06090620956,2107.40815649257,1968.16600944373,-0.3793690449451872,-0.3838823550358934,-0.3890318885369933,-0.3966072849532303,0.636,0.623,0.616,0.606,72.067,71.67,71.247,70.785,4.637567179,4.482039012,4.326510844,4.170982677
2002,Tunisia,Korea/Japan,Group stage,1.0,3.0,0.0,1.0,5.0,0.0434782608695652,2002-05-31,2002-05-15,Tunisia,31.0,2320.7723805785,2235.71981624751,2199.04465936314,2376.06566791596,-0.3774239191631309,-0.3820511595833663,-0.3840464523730512,-0.3744157166927163,0.667,0.661,0.654,0.646,73.07,72.822,72.604,72.344,5.291997391,5.120310453,4.948623515,4.793095347
2006,Tunisia,Germany,Group stage,1.0,3.0,0.0,3.0,6.0,0.4347826086956521,2006-06-09,2006-05-17,Tunisia,21.0,3322.56933570096,3146.8260743927,3067.41936376975,2725.8643148859,-0.3229216781069796,-0.3324828986146284,-0.3368029793073463,-0.3553851036719961,0.697,0.69,0.683,0.673,73.888,73.712,73.519,73.304,5.974705452,5.807058206,5.635371268,5.463684329
2010,Tunisia,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Tunisia,55.0,4291.86120891575,4080.09032448781,4255.05008019523,3726.91672935667,-0.2701878590854764,-0.281709143645934,-0.272190549352018,-0.3009233689618335,0.717,0.713,0.709,0.703,74.438,74.32,74.192,74.039,6.650000095,6.480000019,6.309999943,6.142352697
2014,Tunisia,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Tunisia,48.0,4458.97895464547,4369.79345826358,4297.26782454273,4420.64772206537,-0.2610959052559616,-0.2659479956897204,-0.269893714981032,-0.2631812959804769,0.725,0.722,0.72,0.718,74.784,74.674,74.599,74.471,6.96999979,6.854999781,6.739999771,6.820000172
2018,Tunisia,Russia,Group stage,1.0,3.0,1.0,5.0,8.0,0.3043478260869565,2018-06-14,2018-06-07,Tunisia,21.0,3628.10366464236,3619.03247319953,3847.80354448809,4014.94773686432,-0.3062992422313805,-0.306792755672558,-0.2943465848090032,-0.2852531921634731,0.742,0.737,0.733,0.728,75.37,75.177,75.007,74.875,7.622610092,7.411304951,7.199999809,7.0849998
2022,Tunisia,Qatar,Group stage,1.0,3.0,1.0,1.0,1.0,0.1538461538461538,2022-11-20,2022-10-06,Tunisia,30.0,3708.8481241036,3906.93926319391,3548.65363663803,3528.87213306798,-0.3019063820105513,-0.2911293368632462,-0.3106216795836488,-0.3116978819722817,0.745,0.728,0.733,0.74,76.05,72.893,75.004,75.599,7.594920158,7.493280093,7.391640027,7.289999962
1994,Turkey,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Turkey,57.0,2176.2801813809,3057.93737480422,2743.65320297936,2649.27259974439,-0.3852849419294043,-0.3373188419735768,-0.3544173084895162,-0.3595520360031454,0.616,0.615,0.608,0.602,69.402,69.018,68.603,68.287,4.677374183,4.622276801,4.567179419,4.512082037
1998,Turkey,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Turkey,53.0,4329.56243985573,3020.99347061272,2929.15394930619,2774.61627202847,-0.2681367432717401,-0.3393287558203945,-0.3443252370965012,-0.3527327788605091,0.649,0.638,0.63,0.623,71.144,70.668,70.245,69.734,5.163411803,5.019765057,4.876118311,4.732471565
2002,Turkey,Korea/Japan,Third place,5.0,7.0,4.0,10.0,6.0,0.391304347826087,2002-05-31,2002-05-15,Turkey,22.0,3583.19745897158,3045.55413956926,4192.44316738494,3969.47359406585,-0.3087423409390291,-0.3379925454305296,-0.27559664580332,-0.2877271891944594,0.685,0.675,0.669,0.652,72.605,72.271,71.931,70.752,5.655352714,5.553029005,5.450705295,5.307058549
2006,Turkey,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Turkey,14.0,7953.07848024969,7303.01388860245,5960.77898909049,4637.88218501529,-0.0710012422157989,-0.1063676674129043,-0.1793912573460933,-0.25136276827897,0.711,0.701,0.696,0.691,73.804,73.51,73.223,72.906,6.059999943,5.96999979,5.860000134,5.757676424
2010,Turkey,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Turkey,29.0,10622.7020439723,9012.99945793034,10843.5036940489,9711.22376120832,0.0742382359591025,-0.0133367940153542,0.0862508346164819,0.0246497351849345,0.75,0.728,0.721,0.719,74.964,74.679,74.38,74.129,7.090000153,6.570000172,6.400000095,6.139999866
2014,Turkey,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Turkey,35.0,12165.220135038,12578.1878632,11713.2849831139,11300.7852215681,0.158158128511042,0.1806254224607877,0.1335708321872029,0.111128997717237,0.813,0.802,0.772,0.764,76.452,76.171,75.552,74.823,7.800000191,7.630000114,7.489999771,7.360000134
2018,Turkey,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Turkey,38.0,9568.83506330228,10695.550196231,10970.0458948862,11049.9951100942,0.0169031523097671,0.0782015017033206,0.0931352970802027,0.0974848924520352,0.838,0.833,0.826,0.821,77.454,77.037,76.595,76.539,8.450000286,8.270000458,8.100000381,7.960000038
2022,Turkey,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Turkey,45.0,10674.504157865,9743.21277804855,8638.73903848102,9215.44049888114,0.0770565029583798,0.0263900809686391,-0.0336982370146591,-0.0023230947251523,0.853,0.841,0.838,0.841,77.591,75.722,76.525,77.737,8.98624366,8.98624366,8.806320674,8.630000114
1994,Ukraine,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Ukraine,83.0,1009.09405517578,1254.02868652344,1413.24011230469,1482.6396484375,-0.4487850946125902,-0.4354595536908992,-0.4267977390762176,-0.423022093494391,0.706,0.721,0.733,0.743,67.534,68.287,68.947,69.688,10.01005901,9.827319593,9.644580179,9.461840766
1998,Ukraine,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Ukraine,64.0,831.336791992188,987.489807128906,869.846069335938,933.191772460938,-0.4584558858422656,-0.449960462464196,-0.4563608086852077,-0.4529145187320024,0.71,0.706,0.701,0.702,67.993,67.658,67.097,67.114,10.5826425,10.45269448,10.32274645,10.19279842
2002,Ukraine,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Ukraine,44.0,903.011901855469,800.49072265625,653.294311523438,631.910461425781,-0.454556438858004,-0.4601340501628754,-0.4681421941696419,-0.4693055713857252,0.736,0.728,0.716,0.714,67.699,67.675,67.786,68.004,11.0374606,10.93999958,10.84253856,10.71259053
2006,Ukraine,Germany,Quarter-finals,3.0,5.0,3.0,5.0,7.0,0.0,2006-06-09,2006-05-17,Ukraine,45.0,2366.494140625,1875.33508300781,1401.01806640625,1076.48156738281,-0.374936450644861,-0.401657703108532,-0.4274626731113532,-0.445118912143476,0.762,0.757,0.751,0.745,67.49,67.517,67.472,67.638,11.36639155,11.32984366,11.23238264,11.13492162
2010,Ukraine,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Ukraine,23.0,3039.63232421875,2607.08764648438,4017.806640625,3160.32763671875,-0.3383147187073331,-0.3618470863921121,-0.285097654994864,-0.3317483531553252,0.782,0.773,0.776,0.77,70.188,69.159,68.262,67.715,11.51258308,11.47603519,11.43948731,11.40293943
2014,Ukraine,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Ukraine,16.0,3054.908203125,4129.89697265625,3951.34228515625,3656.69799804688,-0.3374836424795248,-0.2789994389190481,-0.2887136136029202,-0.3047435824301759,0.788,0.789,0.789,0.786,71.803,71.474,71.09,70.711,11.23644352,11.30547841,11.3745133,11.44354819
2018,Ukraine,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Ukraine,35.0,3059.0517578125,2604.28759765625,2158.46118164063,2094.47387695313,-0.3372582145469954,-0.3619994215887999,-0.3862543753203303,-0.3897355712720441,0.784,0.785,0.78,0.778,73.569,73.993,73.389,72.686,11.14304337,11.15116513,11.15928688,11.16740863
2022,Ukraine,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Ukraine,27.0,4199.6708984375,4775.94580078125,3709.76928710938,3619.86157226563,-0.2752034248635863,-0.2438514892427501,-0.3018562666174706,-0.3067476489701179,0.772,0.772,0.783,0.789,72.658,71.631,73.283,73.92,11.12273899,11.12273899,11.12679987,11.13492162
1994,United States,USA,Round of 16,2.0,4.0,1.0,3.0,4.0,0.0454545454545454,1994-06-17,1994-06-14,United States,23.0,27694.853416234,26387.2937338171,25418.9907763319,24342.2589048189,1.0030397307933223,0.9319026279682506,0.8792226103914438,0.8206435742764171,0.887,0.884,0.882,0.878,75.738,75.568,75.779,75.524,13.17000008,13.12249994,13.07499981,13.02749968
1998,United States,France,Group stage,1.0,3.0,0.0,1.0,5.0,0.1363636363636363,1998-06-10,1998-05-20,United States,11.0,32853.6725949234,31459.1299691554,29967.7127181749,28690.8757013347,1.283702598657256,1.2078332341477636,1.1266934561592137,1.0572278039375664,0.895,0.893,0.89,0.888,76.659,76.498,76.175,75.852,13.02999992,13.06499996,13.1,13.13500004
2002,United States,Korea/Japan,Quarter-finals,3.0,5.0,2.0,7.0,7.0,0.3043478260869565,2002-05-31,2002-05-15,United States,13.0,37997.7424300242,37133.6203973517,36329.9702595751,34515.3813073394,1.5635630361728283,1.5165509274956854,1.472828760733305,1.3741069948236753,0.898,0.897,0.895,0.895,76.988,76.919,76.806,76.669,12.88999977,12.92499981,12.95999985,12.99499989
2006,United States,Germany,Group stage,1.0,3.0,0.0,2.0,6.0,0.2608695652173913,2006-06-09,2006-05-17,United States,5.0,46301.9876485519,44123.3996470026,41724.6411982614,39490.3023903176,2.0153511678649063,1.896826223448436,1.7663230206384504,1.6447649826657949,0.911,0.907,0.905,0.9,77.798,77.526,77.535,77.137,12.90999985,12.82999992,12.81999969,12.85499973
2010,United States,South Africa,Round of 16,2.0,4.0,1.0,5.0,5.0,0.5217391304347826,2010-06-11,2010-05-26,United States,14.0,48642.6312088213,47194.9500893872,48570.0594269601,48050.227412195,2.1426926604658063,2.0639323239121867,2.1387444305089782,2.110463240760334,0.919,0.915,0.914,0.914,78.668,78.476,78.127,78.047,13.05000019,13.01000023,12.98999977,12.94999981
2014,United States,Brazil,Round of 16,2.0,4.0,1.0,5.0,6.0,0.3478260869565217,2014-06-12,2014-06-05,United States,13.0,55153.3940182967,53297.3862901595,51708.3940614082,50024.8812320773,2.496907316726241,2.395932183907388,2.309483890123976,2.2178932523443877,0.926,0.925,0.923,0.92,78.879,78.817,78.817,78.702,13.22000027,13.19999981,13.14000034,13.10000038
2018,United States,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,United States,25.0,62875.6661382728,60047.7190728307,57976.628204291,56849.4697923159,2.917033505403552,2.7631805196596297,2.6505039007208686,2.5891814349619,0.934,0.931,0.929,0.928,78.8,78.648,78.686,78.722,13.5,13.41329002,13.34000015,13.25
2022,United States,Qatar,Round of 16,2.0,4.0,1.0,3.0,4.0,0.4615384615384615,2022-11-20,2022-10-06,United States,16.0,77860.9112908848,71307.4017277218,64401.5074354212,65227.9565911038,3.732297955367212,3.375757684258441,3.0000461056768746,3.0450086411221533,0.93,0.921,0.925,0.936,77.979,76.384,77.011,78.916,13.90999985,13.57549953,13.68000031,13.59000015
1994,Uruguay,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Uruguay,18.0,5507.56481300056,4753.00924682647,4101.71054155291,3589.01541942634,-0.2040481383128545,-0.2450993405026773,-0.280532907008217,-0.3084258178336841,0.727,0.722,0.719,0.717,73.162,73.147,73.185,73.198,7.30743397,7.269301247,7.231168523,7.1930358
1998,Uruguay,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Uruguay,38.0,7836.89183322307,7436.29342620682,6398.43575184095,6050.48632253644,-0.0773223161733224,-0.0991166636548845,-0.1555807693412016,-0.1745107766389244,0.757,0.747,0.736,0.729,74.029,73.92,73.812,73.493,7.892856938,7.681428364,7.46999979,7.345566693
2002,Uruguay,Korea/Japan,Group stage,1.0,3.0,0.0,4.0,5.0,0.5652173913043478,2002-05-31,2002-05-15,Uruguay,24.0,4149.76140312687,6382.76104740859,6987.70098766257,7370.56995453931,-0.2779187249356236,-0.1564335434638301,-0.123522101400018,-0.1026923148659944,0.775,0.771,0.764,0.76,74.979,74.987,74.693,74.293,8.738571235,8.527142661,8.315714087,8.104285513
2006,Uruguay,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Uruguay,22.0,6001.33294783172,5284.25677987129,4168.66065438387,3671.12329256883,-0.177184940363601,-0.2161970954335105,-0.2768905210241196,-0.303958781802343,0.777,0.778,0.779,0.78,75.888,75.829,75.319,75.086,8.0,8.316666603,8.633333206,8.949999809
2010,Uruguay,South Africa,Fourth place,4.0,7.0,4.0,11.0,8.0,0.3043478260869565,2010-06-11,2010-05-26,Uruguay,16.0,12641.0576849008,9881.39573127081,9423.96562595893,7222.05403645877,0.1840458223332103,0.0339078524969523,0.0090216060988474,-0.1107722459603265,0.796,0.787,0.783,0.78,76.691,76.67,76.275,76.15,8.329999924,8.369999886,8.369999886,8.184999943
2014,Uruguay,Brazil,Round of 16,2.0,4.0,2.0,4.0,6.0,0.5217391304347826,2014-06-12,2014-06-05,Uruguay,7.0,18322.4276767157,18335.2594772322,16259.5940814256,15132.2675725587,0.4931377947531389,0.4938359021703743,0.3809104084605894,0.3195787974778603,0.816,0.812,0.804,0.801,77.194,76.953,76.691,76.614,8.609999657,8.520000458,8.479999542,8.399999619
2018,Uruguay,Russia,Quarter-finals,3.0,5.0,4.0,7.0,3.0,0.4782608695652174,2018-06-14,2018-06-07,Uruguay,14.0,19249.9404677501,19184.6502617082,17009.7584207276,17125.9016800298,0.5435986445901613,0.5400465649695295,0.4217227082418043,0.4280414217128009,0.826,0.827,0.821,0.818,77.527,77.618,77.351,77.285,8.909999847,8.829999924,8.699999809,8.670000076
2022,Uruguay,Qatar,Group stage,1.0,3.0,1.0,2.0,2.0,0.3846153846153846,2022-11-20,2022-10-06,Uruguay,14.0,20818.6146091144,17881.818721099,15757.5355995779,18315.7316980028,0.6289415434221277,0.4691666942344865,0.3535961785040771,0.4927735035222151,0.852,0.837,0.837,0.83,76.468,75.434,78.381,77.503,10.53999996,10.01999982,9.499999682,8.979999542
1994,Wales,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Wales,35.0,19709.2380983653,18389.0195675099,20487.1707852878,19900.7266505069,0.5685864927287579,0.4967606918540856,0.6109095149852258,0.5790043275753802,0.836,0.827,0.824,0.816,76.72,76.16,76.307,75.911,9.992764169,9.903775609,9.814787049,9.725798488
1998,Wales,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Wales,103.0,28274.5045119699,26766.0056249684,24406.400298359,23168.9529580171,1.0345753464554786,0.9525062509647246,0.8241331533518224,0.7568104759442401,0.856,0.849,0.841,0.835,77.275,77.139,76.872,76.614,10.45290014,10.32918434,10.20546853,10.08175273
2002,Wales,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Wales,96.0,30077.741432188,27906.5695029641,28280.926786099,28762.0913570256,1.1326795109815777,1.014558034113598,1.0349247469312168,1.0611022545571165,0.881,0.876,0.87,0.862,78.237,78.121,77.849,77.373,11.20821767,10.95427471,10.70033174,10.57661594
2006,Wales,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Wales,74.0,44512.4590296865,42104.7884375024,40366.8886650968,34442.6875402308,1.917992796327072,1.7870047329994254,1.6924552019365149,1.3701521283230598,0.902,0.903,0.897,0.886,79.347,79.106,78.9,78.33,12.25003496,11.97004657,11.7161036,11.46216064
2010,Wales,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Wales,77.0,39598.957119545,38744.131693043,47396.1202078484,50397.6854954706,1.6506762865622202,1.6041699548969934,2.074876879326938,2.238175473932632,0.921,0.915,0.91,0.905,80.391,80.156,79.655,79.534,13.21000004,13.09000015,12.81001176,12.53002336
2014,Wales,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Wales,41.0,47426.6209829995,43419.0352598932,42490.1465463521,42109.6418795749,2.0765362580974407,1.8585056461884344,1.8079699400047728,1.7872687819850357,0.932,0.931,0.917,0.916,81.153,80.923,80.859,80.796,12.89000034,12.82999992,13.34000015,13.18999958
