iso3,country,hdicode,region,hdi_rank_2023,year,mean_school_years,norm_mean_school_years
AUT,Austria,Very High,Developed,22.0,2023,12.36146506,1.388604550197173
BEL,Belgium,Very High,Developed,10.0,2023,12.68965045,1.4877848973233903
BOL,Bolivia,High,LAC,108.0,2023,10.02122319,0.6813640449878837
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2023,10.97000027,0.9680923485842099
BRA,Brazil,High,LAC,84.0,2023,8.425371752,0.19908450298050515
BGR,Bulgaria,Very High,Developed,55.0,2023,11.45453092,1.1145215301522609
CMR,Cameroon,Medium,SSA,155.0,2023,6.574180412,-0.36036087543273637
CAN,Canada,Very High,Developed,16.0,2023,13.86999989,1.8444962889835619
CHL,Chile,Very High,LAC,45.0,2023,11.29105394,1.0651174307694526
CHN,China,High,EAP,78.0,2023,8.036181597,0.08146800984226323
COL,Colombia,High,LAC,83.0,2023,9.031581597,0.3822861465955069
CRI,Costa Rica,Very High,LAC,62.0,2023,8.844752499,0.32582484344938545
HRV,Croatia,Very High,Developed,41.0,2023,12.0951217,1.3081133775110183
CZE,Czech Republic,Very High,Developed,29.0,2023,12.96318214,1.5704484429620942
CIV,Ivory Coast,Medium,SSA,157.0,2023,4.869999886,-0.8753783664137317
DNK,Denmark,Very High,Developed,4.0,2023,13.0273206,1.589831617596836
ECU,Ecuador,High,LAC,88.0,2023,8.970000267,0.3636757578579271
EGY,Egypt,High,AS,100.0,2023,10.13611962,0.7160866991894103
FRA,France,Very High,Developed,26.0,2023,11.7656677,1.2085496459197955
DEU,Germany,Very High,Developed,5.0,2023,14.29637163,1.9733493655266983
GHA,Ghana,Medium,SSA,143.0,2023,7.107210159,-0.19927486445564874
GRC,Greece,Very High,Developed,34.0,2023,11.55385642,1.1445385201483274
HND,Honduras,Medium,LAC,139.0,2023,7.510229074,-0.07747920533708957
ISL,Iceland,Very High,Developed,1.0,2023,13.90892628,1.8562601669324563
IRN,Iran,High,SA,75.0,2023,10.84671198,0.9308336046809614
IRL,Republic of Ireland,Very High,Developed,11.0,2023,11.72499956,1.1962593966732415
ITA,Italy,Very High,Developed,29.0,2023,10.82812827,0.9252174533687628
JAM,Jamaica,High,LAC,117.0,2023,9.959910393,0.662834809150361
JPN,Japan,Very High,Developed,23.0,2023,12.68404671,1.4860914006128723
PRK,North Korea,Other Countries or Territories,EAP,,2023,8.90535190776,0.3441384874432888
KOR,South Korea,Very High,Developed,20.0,2023,12.72219869,1.4976212454361064
MEX,Mexico,High,LAC,81.0,2023,9.349510934,0.478367029432089
MAR,Morocco,High,AS,120.0,2023,6.198,-0.47404571632173303
NLD,Netherlands,Very High,Developed,8.0,2023,12.66994689,1.4818303180521368
NZL,New Zealand,Very High,Developed,17.0,2023,12.88299807,1.5462161518884634
NGA,Nigeria,Medium,SSA,164.0,2023,7.585969925,-0.05458969190136019
NOR,Norway,Very High,Developed,2.0,2023,13.11796218,1.617224254936569
PAN,Panama,Very High,LAC,59.0,2023,10.83375095,0.9269166739043865
PRY,Paraguay,High,LAC,99.0,2023,8.930653385,0.3517848037386888
PER,Peru,High,LAC,79.0,2023,10.15465159,0.7216872142444303
POL,Poland,Very High,Developed,35.0,2023,13.20854242,1.6445983548194925
PRT,Portugal,Very High,Developed,40.0,2023,9.703254412,0.5852712427539416
QAT,Qatar,Very High,AS,43.0,2023,10.77000046,0.9076507470218202
ROU,Romania,Very High,Developed,55.0,2023,11.55000019,1.1433731354552472
RUS,Russia,Very High,Developed,64.0,2023,12.40999985,1.4032721663268797
SAU,Saudi Arabia,Very High,AS,37.0,2023,11.60642778,1.1604260212150181
SEN,Senegal,Low,SSA,169.0,2023,2.934554012,-1.460286163885535
SRB,Serbia,Very High,ECA,62.0,2023,11.64171812,1.171091054693206
SVK,Slovakia,Very High,Developed,44.0,2023,13.10320397,1.6127642014565478
SVN,Slovenia,Very High,Developed,21.0,2023,12.95120192,1.5668279211032496
ZAF,South Africa,High,SSA,106.0,2023,11.60999966,1.1615054729794403
ESP,Spain,Very High,Developed,28.0,2023,10.75612495,0.9034574528037159
SWE,Sweden,Very High,Developed,5.0,2023,12.74032574,1.5030993903083512
CHE,Switzerland,Very High,Developed,2.0,2023,13.94912109,1.868407371926781
TGO,Togo,Medium,SSA,161.0,2023,5.861114619,-0.5758552728937911
TTO,Trinidad and Tobago,Very High,LAC,72.0,2023,10.79275036,0.9145259555101891
TUN,Tunisia,High,AS,105.0,2023,7.594920158,-0.051884857247384446
TUR,Turkey,Very High,ECA,51.0,2023,8.98624366,0.36858464596000734
UKR,Ukraine,High,ECA,87.0,2023,11.12273899,1.0142512567221198
USA,United States,Very High,Developed,17.0,2023,13.90999985,1.856584608691623
URY,Uruguay,Very High,LAC,48.0,2023,10.53999996,0.8381426880884119
GBR,England,Very High,Developed,13.0,1990,9.636809928,0.5651911685381382
GBR,England,Very High,Developed,13.0,1991,9.725798488,0.5920842495222194
GBR,England,Very High,Developed,13.0,1992,9.814787049,0.6189773308085084
GBR,England,Very High,Developed,13.0,1993,9.903775609,0.6458704117925896
GBR,England,Very High,Developed,13.0,1994,9.992764169,0.6727634927766708
GBR,England,Very High,Developed,13.0,1995,10.08175273,0.6996565740629598
GBR,England,Very High,Developed,13.0,1996,10.20546853,0.737044515034365
GBR,England,Very High,Developed,13.0,1997,10.32918434,0.7744324590278534
GBR,England,Very High,Developed,13.0,1998,10.45290014,0.8118203999992591
GBR,England,Very High,Developed,13.0,1999,10.57661594,0.8492083409706644
GBR,England,Very High,Developed,13.0,2000,10.70033174,0.8865962819420696
GBR,England,Very High,Developed,13.0,2001,10.95427471,0.9633399539101076
GBR,England,Very High,Developed,13.0,2002,11.20821767,1.0400836228560624
GBR,England,Very High,Developed,13.0,2003,11.46216064,1.1168272948241005
GBR,England,Very High,Developed,13.0,2004,11.7161036,1.1935709637700553
GBR,England,Very High,Developed,13.0,2005,11.97004657,1.2703146357380928
GBR,England,Very High,Developed,13.0,2006,12.25003496,1.3549294496745414
GBR,England,Very High,Developed,13.0,2007,12.53002336,1.4395442666330722
GBR,England,Very High,Developed,13.0,2008,12.81001176,1.5241590835916035
GBR,England,Very High,Developed,13.0,2009,13.09000015,1.6087738975280517
GBR,England,Very High,Developed,13.0,2010,13.21000004,1.6450388596743188
GBR,England,Very High,Developed,13.0,2011,13.18999958,1.6389945547603066
GBR,England,Very High,Developed,13.0,2012,13.34000015,1.684325971255509
GBR,England,Very High,Developed,13.0,2013,12.82999992,1.5301996713435886
GBR,England,Very High,Developed,13.0,2014,12.89000034,1.548332295965662
GBR,England,Very High,Developed,13.0,2015,12.98000018,1.5755309941542193
GBR,England,Very High,Developed,13.0,2016,13.07000001,1.6027296893206937
GBR,England,Very High,Developed,13.0,2017,13.15999985,1.6299283875092514
GBR,England,Very High,Developed,13.0,2018,13.24333318,1.6551124110777096
GBR,England,Very High,Developed,13.0,2019,13.32666651,1.6802964346461677
GBR,England,Very High,Developed,13.0,2020,13.40999985,1.7054804612367085
GBR,England,Very High,Developed,13.0,2021,13.48999977,1.7296571006528314
GBR,England,Very High,Developed,13.0,2022,13.48999977,1.7296571006528314
GBR,England,Very High,Developed,13.0,2023,13.48999977,1.7296571006528314
GBR,Scotland,Very High,Developed,13.0,1990,9.636809928,0.5651911685381382
GBR,Scotland,Very High,Developed,13.0,1991,9.725798488,0.5920842495222194
GBR,Scotland,Very High,Developed,13.0,1992,9.814787049,0.6189773308085084
GBR,Scotland,Very High,Developed,13.0,1993,9.903775609,0.6458704117925896
GBR,Scotland,Very High,Developed,13.0,1994,9.992764169,0.6727634927766708
GBR,Scotland,Very High,Developed,13.0,1995,10.08175273,0.6996565740629598
GBR,Scotland,Very High,Developed,13.0,1996,10.20546853,0.737044515034365
GBR,Scotland,Very High,Developed,13.0,1997,10.32918434,0.7744324590278534
GBR,Scotland,Very High,Developed,13.0,1998,10.45290014,0.8118203999992591
GBR,Scotland,Very High,Developed,13.0,1999,10.57661594,0.8492083409706644
GBR,Scotland,Very High,Developed,13.0,2000,10.70033174,0.8865962819420696
GBR,Scotland,Very High,Developed,13.0,2001,10.95427471,0.9633399539101076
GBR,Scotland,Very High,Developed,13.0,2002,11.20821767,1.0400836228560624
GBR,Scotland,Very High,Developed,13.0,2003,11.46216064,1.1168272948241005
GBR,Scotland,Very High,Developed,13.0,2004,11.7161036,1.1935709637700553
GBR,Scotland,Very High,Developed,13.0,2005,11.97004657,1.2703146357380928
GBR,Scotland,Very High,Developed,13.0,2006,12.25003496,1.3549294496745414
GBR,Scotland,Very High,Developed,13.0,2007,12.53002336,1.4395442666330722
GBR,Scotland,Very High,Developed,13.0,2008,12.81001176,1.5241590835916035
GBR,Scotland,Very High,Developed,13.0,2009,13.09000015,1.6087738975280517
GBR,Scotland,Very High,Developed,13.0,2010,13.21000004,1.6450388596743188
GBR,Scotland,Very High,Developed,13.0,2011,13.18999958,1.6389945547603066
GBR,Scotland,Very High,Developed,13.0,2012,13.34000015,1.684325971255509
GBR,Scotland,Very High,Developed,13.0,2013,12.82999992,1.5301996713435886
GBR,Scotland,Very High,Developed,13.0,2014,12.89000034,1.548332295965662
GBR,Scotland,Very High,Developed,13.0,2015,12.98000018,1.5755309941542193
GBR,Scotland,Very High,Developed,13.0,2016,13.07000001,1.6027296893206937
GBR,Scotland,Very High,Developed,13.0,2017,13.15999985,1.6299283875092514
GBR,Scotland,Very High,Developed,13.0,2018,13.24333318,1.6551124110777096
GBR,Scotland,Very High,Developed,13.0,2019,13.32666651,1.6802964346461677
GBR,Scotland,Very High,Developed,13.0,2020,13.40999985,1.7054804612367085
GBR,Scotland,Very High,Developed,13.0,2021,13.48999977,1.7296571006528314
GBR,Scotland,Very High,Developed,13.0,2022,13.48999977,1.7296571006528314
GBR,Scotland,Very High,Developed,13.0,2023,13.48999977,1.7296571006528314
GBR,Wales,Very High,Developed,13.0,1990,9.636809928,0.5651911685381382
GBR,Wales,Very High,Developed,13.0,1991,9.725798488,0.5920842495222194
GBR,Wales,Very High,Developed,13.0,1992,9.814787049,0.6189773308085084
GBR,Wales,Very High,Developed,13.0,1993,9.903775609,0.6458704117925896
GBR,Wales,Very High,Developed,13.0,1994,9.992764169,0.6727634927766708
GBR,Wales,Very High,Developed,13.0,1995,10.08175273,0.6996565740629598
GBR,Wales,Very High,Developed,13.0,1996,10.20546853,0.737044515034365
GBR,Wales,Very High,Developed,13.0,1997,10.32918434,0.7744324590278534
GBR,Wales,Very High,Developed,13.0,1998,10.45290014,0.8118203999992591
GBR,Wales,Very High,Developed,13.0,1999,10.57661594,0.8492083409706644
GBR,Wales,Very High,Developed,13.0,2000,10.70033174,0.8865962819420696
GBR,Wales,Very High,Developed,13.0,2001,10.95427471,0.9633399539101076
GBR,Wales,Very High,Developed,13.0,2002,11.20821767,1.0400836228560624
GBR,Wales,Very High,Developed,13.0,2003,11.46216064,1.1168272948241005
GBR,Wales,Very High,Developed,13.0,2004,11.7161036,1.1935709637700553
GBR,Wales,Very High,Developed,13.0,2005,11.97004657,1.2703146357380928
GBR,Wales,Very High,Developed,13.0,2006,12.25003496,1.3549294496745414
GBR,Wales,Very High,Developed,13.0,2007,12.53002336,1.4395442666330722
GBR,Wales,Very High,Developed,13.0,2008,12.81001176,1.5241590835916035
GBR,Wales,Very High,Developed,13.0,2009,13.09000015,1.6087738975280517
GBR,Wales,Very High,Developed,13.0,2010,13.21000004,1.6450388596743188
GBR,Wales,Very High,Developed,13.0,2011,13.18999958,1.6389945547603066
GBR,Wales,Very High,Developed,13.0,2012,13.34000015,1.684325971255509
GBR,Wales,Very High,Developed,13.0,2013,12.82999992,1.5301996713435886
GBR,Wales,Very High,Developed,13.0,2014,12.89000034,1.548332295965662
GBR,Wales,Very High,Developed,13.0,2015,12.98000018,1.5755309941542193
GBR,Wales,Very High,Developed,13.0,2016,13.07000001,1.6027296893206937
GBR,Wales,Very High,Developed,13.0,2017,13.15999985,1.6299283875092514
GBR,Wales,Very High,Developed,13.0,2018,13.24333318,1.6551124110777096
GBR,Wales,Very High,Developed,13.0,2019,13.32666651,1.6802964346461677
GBR,Wales,Very High,Developed,13.0,2020,13.40999985,1.7054804612367085
GBR,Wales,Very High,Developed,13.0,2021,13.48999977,1.7296571006528314
GBR,Wales,Very High,Developed,13.0,2022,13.48999977,1.7296571006528314
GBR,Wales,Very High,Developed,13.0,2023,13.48999977,1.7296571006528314
SRB,FR Yugoslavia,Very High,ECA,62.0,1990,6.299135469,-0.4434817386803372
SRB,FR Yugoslavia,Very High,ECA,62.0,1991,6.435418651,-0.40229583062323143
SRB,FR Yugoslavia,Very High,ECA,62.0,1992,6.571701834,-0.3611099222639173
SRB,FR Yugoslavia,Very High,ECA,62.0,1993,6.707985016,-0.31992401420681127
SRB,FR Yugoslavia,Very High,ECA,62.0,1994,6.844268198,-0.2787381061497055
SRB,FR Yugoslavia,Very High,ECA,62.0,1995,6.980551381,-0.23755219779039138
SRB,FR Yugoslavia,Very High,ECA,62.0,1996,7.072463295,-0.20977565497855236
SRB,FR Yugoslavia,Very High,ECA,62.0,1997,7.164375208,-0.18199911246892192
SRB,FR Yugoslavia,Very High,ECA,62.0,1998,7.256287122,-0.15422256965708317
SRB,FR Yugoslavia,Very High,ECA,62.0,1999,7.348199036,-0.12644602684524442
SRB,FR Yugoslavia,Very High,ECA,62.0,2000,7.44011095,-0.09866948403340538
SRB,FR Yugoslavia,Very High,ECA,62.0,2001,7.570055379,-0.05939919971228405
SRB,FR Yugoslavia,Very High,ECA,62.0,2002,7.699999809,-0.020128915088954404
SRB,FR Yugoslavia,Very High,ECA,62.0,2003,8.123333136,0.10780592784222033
SRB,FR Yugoslavia,Very High,ECA,62.0,2004,8.546666463,0.23574077077339534
SRB,FR Yugoslavia,Very High,ECA,62.0,2005,8.96999979,0.36367561370457036
SRB,FR Yugoslavia,Very High,ECA,62.0,2006,9.393333117,0.4916104566357453
SRB,FR Yugoslavia,Very High,ECA,62.0,2007,9.816666444,0.6195452995669208
SRB,FR Yugoslavia,Very High,ECA,62.0,2008,10.23999977,0.7474801421958875
SRB,FR Yugoslavia,Very High,ECA,62.0,2009,10.30000019,0.7656127668179611
SRB,FR Yugoslavia,Very High,ECA,62.0,2010,10.36999989,0.7867672567991607
SRB,FR Yugoslavia,Very High,ECA,62.0,2011,10.56999969,0.8472088553394671
SRB,FR Yugoslavia,Very High,ECA,62.0,2012,10.56500006,0.845697925681987
SRB,FR Yugoslavia,Very High,ECA,62.0,2013,10.56000042,0.8441869930024242
SRB,FR Yugoslavia,Very High,ECA,62.0,2014,10.72000027,0.8925402748567526
SRB,FR Yugoslavia,Very High,ECA,62.0,2015,11.02000046,0.9832028207492775
SRB,FR Yugoslavia,Very High,ECA,62.0,2016,11.13000011,1.016445627416455
SRB,FR Yugoslavia,Very High,ECA,62.0,2017,11.15999985,1.0255117976895936
SRB,FR Yugoslavia,Very High,ECA,62.0,2018,11.26499987,1.0572436746992915
SRB,FR Yugoslavia,Very High,ECA,62.0,2019,11.36999989,1.0889755517089896
SRB,FR Yugoslavia,Very High,ECA,62.0,2020,11.50505687,1.1297908913504604
SRB,FR Yugoslavia,Very High,ECA,62.0,2021,11.64171812,1.171091054693206
SRB,FR Yugoslavia,Very High,ECA,62.0,2022,11.64171812,1.171091054693206
SRB,FR Yugoslavia,Very High,ECA,62.0,2023,11.64171812,1.171091054693206
SRB,Serbia and Montenegro,Very High,ECA,62.0,1990,6.299135469,-0.4434817386803372
SRB,Serbia and Montenegro,Very High,ECA,62.0,1991,6.435418651,-0.40229583062323143
SRB,Serbia and Montenegro,Very High,ECA,62.0,1992,6.571701834,-0.3611099222639173
SRB,Serbia and Montenegro,Very High,ECA,62.0,1993,6.707985016,-0.31992401420681127
SRB,Serbia and Montenegro,Very High,ECA,62.0,1994,6.844268198,-0.2787381061497055
SRB,Serbia and Montenegro,Very High,ECA,62.0,1995,6.980551381,-0.23755219779039138
SRB,Serbia and Montenegro,Very High,ECA,62.0,1996,7.072463295,-0.20977565497855236
SRB,Serbia and Montenegro,Very High,ECA,62.0,1997,7.164375208,-0.18199911246892192
SRB,Serbia and Montenegro,Very High,ECA,62.0,1998,7.256287122,-0.15422256965708317
SRB,Serbia and Montenegro,Very High,ECA,62.0,1999,7.348199036,-0.12644602684524442
SRB,Serbia and Montenegro,Very High,ECA,62.0,2000,7.44011095,-0.09866948403340538
SRB,Serbia and Montenegro,Very High,ECA,62.0,2001,7.570055379,-0.05939919971228405
SRB,Serbia and Montenegro,Very High,ECA,62.0,2002,7.699999809,-0.020128915088954404
SRB,Serbia and Montenegro,Very High,ECA,62.0,2003,8.123333136,0.10780592784222033
SRB,Serbia and Montenegro,Very High,ECA,62.0,2004,8.546666463,0.23574077077339534
SRB,Serbia and Montenegro,Very High,ECA,62.0,2005,8.96999979,0.36367561370457036
SRB,Serbia and Montenegro,Very High,ECA,62.0,2006,9.393333117,0.4916104566357453
SRB,Serbia and Montenegro,Very High,ECA,62.0,2007,9.816666444,0.6195452995669208
SRB,Serbia and Montenegro,Very High,ECA,62.0,2008,10.23999977,0.7474801421958875
SRB,Serbia and Montenegro,Very High,ECA,62.0,2009,10.30000019,0.7656127668179611
SRB,Serbia and Montenegro,Very High,ECA,62.0,2010,10.36999989,0.7867672567991607
SRB,Serbia and Montenegro,Very High,ECA,62.0,2011,10.56999969,0.8472088553394671
SRB,Serbia and Montenegro,Very High,ECA,62.0,2012,10.56500006,0.845697925681987
SRB,Serbia and Montenegro,Very High,ECA,62.0,2013,10.56000042,0.8441869930024242
SRB,Serbia and Montenegro,Very High,ECA,62.0,2014,10.72000027,0.8925402748567526
SRB,Serbia and Montenegro,Very High,ECA,62.0,2015,11.02000046,0.9832028207492775
SRB,Serbia and Montenegro,Very High,ECA,62.0,2016,11.13000011,1.016445627416455
SRB,Serbia and Montenegro,Very High,ECA,62.0,2017,11.15999985,1.0255117976895936
SRB,Serbia and Montenegro,Very High,ECA,62.0,2018,11.26499987,1.0572436746992915
SRB,Serbia and Montenegro,Very High,ECA,62.0,2019,11.36999989,1.0889755517089896
SRB,Serbia and Montenegro,Very High,ECA,62.0,2020,11.50505687,1.1297908913504604
SRB,Serbia and Montenegro,Very High,ECA,62.0,2021,11.64171812,1.171091054693206
SRB,Serbia and Montenegro,Very High,ECA,62.0,2022,11.64171812,1.171091054693206
SRB,Serbia and Montenegro,Very High,ECA,62.0,2023,11.64171812,1.171091054693206
