iso3,country,hdicode,region,hdi_rank_2023,year,life_expectancy,norm_life_expectancy
GBR,Wales,Very High,Developed,13.0,1990,75.738,0.7455378496569417
GBR,Wales,Very High,Developed,13.0,1991,75.911,0.7636797799002087
GBR,Wales,Very High,Developed,13.0,1992,76.307,0.8052069728269932
GBR,Wales,Very High,Developed,13.0,1993,76.16,0.789791575452656
GBR,Wales,Very High,Developed,13.0,1994,76.72,0.8485168987834624
GBR,Wales,Very High,Developed,13.0,1995,76.614,0.8374010340101318
GBR,Wales,Very High,Developed,13.0,1996,76.872,0.8644566294018241
GBR,Wales,Very High,Developed,13.0,1997,77.139,0.8924560246327615
GBR,Wales,Very High,Developed,13.0,1998,77.275,0.9067178888702441
GBR,Wales,Very High,Developed,13.0,1999,77.373,0.9169948204531351
GBR,Wales,Very High,Developed,13.0,2000,77.849,0.9669113452843201
GBR,Wales,Very High,Developed,13.0,2001,78.121,0.9954350737592822
GBR,Wales,Very High,Developed,13.0,2002,78.237,1.0075996050206635
GBR,Wales,Very High,Developed,13.0,2003,78.33,1.01735220335953
GBR,Wales,Very High,Developed,13.0,2004,78.9,1.0771261931783869
GBR,Wales,Very High,Developed,13.0,2005,79.106,1.098728722832218
GBR,Wales,Very High,Developed,13.0,2006,79.347,1.1240015851942255
GBR,Wales,Very High,Developed,13.0,2007,79.534,1.1436116485207637
GBR,Wales,Very High,Developed,13.0,2008,79.655,1.1563005130261697
GBR,Wales,Very High,Developed,13.0,2009,80.156,1.2088387040774806
GBR,Wales,Very High,Developed,13.0,2010,80.391,1.233482366546658
GBR,Wales,Very High,Developed,13.0,2011,80.796,1.2759533593126875
GBR,Wales,Very High,Developed,13.0,2012,80.859,1.282559958187402
GBR,Wales,Very High,Developed,13.0,2013,80.923,1.2892714237109235
GBR,Wales,Very High,Developed,13.0,2014,81.153,1.3133907529360764
GBR,Wales,Very High,Developed,13.0,2015,80.919,1.2888519571157029
GBR,Wales,Very High,Developed,13.0,2016,81.067,1.3043722211388442
GBR,Wales,Very High,Developed,13.0,2017,81.164,1.314544286072931
GBR,Wales,Very High,Developed,13.0,2018,81.123,1.310244753471926
GBR,Wales,Very High,Developed,13.0,2019,81.443,1.3438020810895288
GBR,Wales,Very High,Developed,13.0,2020,80.385,1.232853166653828
GBR,Wales,Very High,Developed,13.0,2021,80.708,1.2667250942178458
GBR,Wales,Very High,Developed,13.0,2022,81.074,1.3051062876804798
GBR,Wales,Very High,Developed,13.0,2023,81.302,1.329015883608023
SRB,FR Yugoslavia,Very High,ECA,62.0,1990,72.225,0.3771413124049378
SRB,FR Yugoslavia,Very High,ECA,62.0,1991,71.938,0.3470445841979005
SRB,FR Yugoslavia,Very High,ECA,62.0,1992,71.628,0.3145359230683469
SRB,FR Yugoslavia,Very High,ECA,62.0,1993,71.876,0.3405428519719901
SRB,FR Yugoslavia,Very High,ECA,62.0,1994,72.304,0.3854257776605345
SRB,FR Yugoslavia,Very High,ECA,62.0,1995,72.726,0.4296795034562488
SRB,FR Yugoslavia,Very High,ECA,62.0,1996,72.916,0.4496041667292006
SRB,FR Yugoslavia,Very High,ECA,62.0,1997,72.947,0.45285503284215656
SRB,FR Yugoslavia,Very High,ECA,62.0,1998,72.299,0.38490144441650986
SRB,FR Yugoslavia,Very High,ECA,62.0,1999,69.994,0.14318381892095902
SRB,FR Yugoslavia,Very High,ECA,62.0,2000,72.334,0.38857177712468494
SRB,FR Yugoslavia,Very High,ECA,62.0,2001,72.275,0.3823846448451895
SRB,FR Yugoslavia,Very High,ECA,62.0,2002,72.599,0.41636143905801287
SRB,FR Yugoslavia,Very High,ECA,62.0,2003,72.722,0.4292600368610282
SRB,FR Yugoslavia,Very High,ECA,62.0,2004,72.867,0.44446570093775584
SRB,FR Yugoslavia,Very High,ECA,62.0,2005,73.115,0.47047262984139754
SRB,FR Yugoslavia,Very High,ECA,62.0,2006,73.395,0.4998352915068007
SRB,FR Yugoslavia,Very High,ECA,62.0,2007,73.724,0.5343364189636501
SRB,FR Yugoslavia,Very High,ECA,62.0,2008,73.904,0.5532124157485513
SRB,FR Yugoslavia,Very High,ECA,62.0,2009,74.106,0.5743954788071634
SRB,FR Yugoslavia,Very High,ECA,62.0,2010,74.376,0.6027094739845174
SRB,FR Yugoslavia,Very High,ECA,62.0,2011,74.719,0.638678734524635
SRB,FR Yugoslavia,Very High,ECA,62.0,2012,75.089,0.6774793945824895
SRB,FR Yugoslavia,Very High,ECA,62.0,2013,75.346,0.7044301233253778
SRB,FR Yugoslavia,Very High,ECA,62.0,2014,75.478,0.7182725209676383
SRB,FR Yugoslavia,Very High,ECA,62.0,2015,75.653,0.7366241845085164
SRB,FR Yugoslavia,Very High,ECA,62.0,2016,75.737,0.7454329830081362
SRB,FR Yugoslavia,Very High,ECA,62.0,2017,75.792,0.7512006486924124
SRB,FR Yugoslavia,Very High,ECA,62.0,2018,76.036,0.7767881110008351
SRB,FR Yugoslavia,Very High,ECA,62.0,2019,76.058,0.7790951772745459
SRB,FR Yugoslavia,Very High,ECA,62.0,2020,74.507,0.6164470049779738
SRB,FR Yugoslavia,Very High,ECA,62.0,2021,72.853,0.44299756785448463
SRB,FR Yugoslavia,Very High,ECA,62.0,2022,75.478,0.7182725209676383
SRB,FR Yugoslavia,Very High,ECA,62.0,2023,76.769,0.8536553645749085
SRB,Serbia and Montenegro,Very High,ECA,62.0,1990,72.225,0.3771413124049378
SRB,Serbia and Montenegro,Very High,ECA,62.0,1991,71.938,0.3470445841979005
SRB,Serbia and Montenegro,Very High,ECA,62.0,1992,71.628,0.3145359230683469
SRB,Serbia and Montenegro,Very High,ECA,62.0,1993,71.876,0.3405428519719901
SRB,Serbia and Montenegro,Very High,ECA,62.0,1994,72.304,0.3854257776605345
SRB,Serbia and Montenegro,Very High,ECA,62.0,1995,72.726,0.4296795034562488
SRB,Serbia and Montenegro,Very High,ECA,62.0,1996,72.916,0.4496041667292006
SRB,Serbia and Montenegro,Very High,ECA,62.0,1997,72.947,0.45285503284215656
SRB,Serbia and Montenegro,Very High,ECA,62.0,1998,72.299,0.38490144441650986
SRB,Serbia and Montenegro,Very High,ECA,62.0,1999,69.994,0.14318381892095902
SRB,Serbia and Montenegro,Very High,ECA,62.0,2000,72.334,0.38857177712468494
SRB,Serbia and Montenegro,Very High,ECA,62.0,2001,72.275,0.3823846448451895
SRB,Serbia and Montenegro,Very High,ECA,62.0,2002,72.599,0.41636143905801287
SRB,Serbia and Montenegro,Very High,ECA,62.0,2003,72.722,0.4292600368610282
SRB,Serbia and Montenegro,Very High,ECA,62.0,2004,72.867,0.44446570093775584
SRB,Serbia and Montenegro,Very High,ECA,62.0,2005,73.115,0.47047262984139754
SRB,Serbia and Montenegro,Very High,ECA,62.0,2006,73.395,0.4998352915068007
SRB,Serbia and Montenegro,Very High,ECA,62.0,2007,73.724,0.5343364189636501
SRB,Serbia and Montenegro,Very High,ECA,62.0,2008,73.904,0.5532124157485513
SRB,Serbia and Montenegro,Very High,ECA,62.0,2009,74.106,0.5743954788071634
SRB,Serbia and Montenegro,Very High,ECA,62.0,2010,74.376,0.6027094739845174
SRB,Serbia and Montenegro,Very High,ECA,62.0,2011,74.719,0.638678734524635
SRB,Serbia and Montenegro,Very High,ECA,62.0,2012,75.089,0.6774793945824895
SRB,Serbia and Montenegro,Very High,ECA,62.0,2013,75.346,0.7044301233253778
SRB,Serbia and Montenegro,Very High,ECA,62.0,2014,75.478,0.7182725209676383
SRB,Serbia and Montenegro,Very High,ECA,62.0,2015,75.653,0.7366241845085164
SRB,Serbia and Montenegro,Very High,ECA,62.0,2016,75.737,0.7454329830081362
SRB,Serbia and Montenegro,Very High,ECA,62.0,2017,75.792,0.7512006486924124
SRB,Serbia and Montenegro,Very High,ECA,62.0,2018,76.036,0.7767881110008351
SRB,Serbia and Montenegro,Very High,ECA,62.0,2019,76.058,0.7790951772745459
SRB,Serbia and Montenegro,Very High,ECA,62.0,2020,74.507,0.6164470049779738
SRB,Serbia and Montenegro,Very High,ECA,62.0,2021,72.853,0.44299756785448463
SRB,Serbia and Montenegro,Very High,ECA,62.0,2022,75.478,0.7182725209676383
SRB,Serbia and Montenegro,Very High,ECA,62.0,2023,76.769,0.8536553645749085
